number,sys_updated_at,reassigned,assigned_to,opened_by,subcategory,urgency,problem_id,resolved_by,location,reassignment_count,cmdb_ci,vendor,caused_by,incident_state,active,u_priority_confirmation,contact_type,rfc,assignment_group,knowledge,priority,closed_code,impact,category,u_symptom,D_sys_mod_count,D_reopen_count
INC0004590,2016-09-03 10:39:00,0,72,240,544,697,1,1023,1173,1392,1,1,1,1478,1486,1488,1490,1,1678,1754,1756,1761,1777,1784,1889,2365,2368
INC0004591,2016-09-03 08:03:00,0,1,238,463,697,1,964,1173,1392,1,1,1,1478,1486,1488,1490,1,1677,1754,1756,1764,1777,1802,1,2363,2368
INC0004592,2016-09-03 08:34:00,0,142,257,571,697,1,966,1168,1392,1,1,1,1478,1486,1488,1490,1,1677,1754,1756,1764,1777,1781,1,2363,2368
INC0004596,2016-10-03 14:06:00,1,1,238,544,697,1,998,1181,1394,1,1,1,1478,1486,1488,1490,1,1700,1754,1756,1764,1777,1785,1,2365,2368
INC0004597,2016-09-03 08:09:00,0,26,310,463,697,1,1030,1173,1392,1,1,1,1478,1486,1488,1490,1,1677,1754,1756,1763,1777,1787,2032,2363,2368
INC0004600,2016-10-03 10:50:00,1,1,257,456,697,1,1030,1180,1394,1,1,1,1478,1486,1488,1490,1,1677,1754,1756,1764,1777,1788,1889,2366,2368
INC0004601,2016-10-03 18:00:00,0,10,238,462,697,1,966,1173,1392,1,1,1,1477,1486,1488,1490,1,1,1754,1756,1764,1777,1793,1857,2364,2368
INC0004602,2016-10-03 10:47:00,1,24,241,479,697,1,981,1170,1393,1,1,1,1478,1486,1488,1490,1,1701,1754,1756,1764,1777,1791,1889,2365,2368
INC0004603,2016-09-03 08:25:00,0,1,239,463,698,1,968,1172,1392,1,1,1,1478,1486,1488,1490,1,1677,1754,1758,1763,1779,1802,1889,2363,2368
INC0004604,2016-11-03 08:41:00,1,10,310,597,697,1,966,1173,1394,1,1,1,1478,1486,1488,1490,1,1,1754,1756,1763,1777,1788,1889,2366,2368
INC0004605,2016-09-03 11:46:00,0,6,310,462,697,1,957,1168,1392,1,1,1,1480,1486,1488,1490,1,1681,1754,1756,1764,1777,1793,1863,2365,2368
INC0004606,2016-09-03 17:37:00,0,1,244,463,697,1,998,1173,1392,1,1,1,1478,1486,1488,1490,1,1700,1754,1756,1764,1777,1802,1,2365,2368
INC0004607,2016-09-03 09:03:00,0,142,257,571,697,1,1030,1243,1392,1,1,1,1480,1486,1488,1490,1,1677,1754,1756,1763,1777,1781,1,2363,2368
INC0004609,2016-11-03 12:16:00,1,42,257,544,697,1,1000,1170,1393,1,1,1,1478,1486,1488,1490,1,1679,1754,1756,1764,1777,1794,1,2366,2368
INC0004610,2016-11-03 11:35:00,1,85,257,571,697,1,1033,1188,1394,1,1,1,1478,1486,1488,1490,1,1676,1754,1756,1764,1777,1781,1,2365,2368
INC0004611,2016-11-03 13:04:00,1,1,241,544,697,1,1030,1170,1394,1,1,1,1477,1486,1488,1490,1,1679,1754,1756,1764,1777,1800,1889,2364,2368
INC0004612,2016-11-03 20:23:00,1,59,1,526,697,1,1011,1170,1396,1,1,1,1481,1486,1488,1490,1,1677,1754,1756,1769,1777,1793,1972,2367,2368
INC0004613,2016-09-03 08:35:00,0,1,238,544,697,1,964,1171,1392,1,1,1,1477,1486,1488,1490,1,1677,1754,1756,1764,1777,1787,1,2363,2368
INC0004614,2016-11-03 16:46:00,1,107,257,452,697,1,1053,1173,1393,1,1,1,1478,1486,1488,1490,1,1701,1754,1756,1764,1777,1791,1,2365,2368
INC0004615,2016-10-03 15:54:00,1,20,257,571,697,1,977,1250,1393,1,1,1,1478,1486,1488,1490,1,1706,1754,1756,1763,1777,1781,1,2365,2368
INC0004617,2016-11-03 10:22:00,1,25,244,526,697,1,982,1171,1393,1,1,1,1481,1486,1488,1490,1,1680,1754,1756,1764,1777,1793,1857,2366,2368
INC0004618,2016-11-03 14:04:00,1,1,257,444,697,1,966,1170,1393,1,1,1,1480,1486,1488,1490,1,1,1754,1756,1764,1777,1781,1,2364,2368
INC0004619,2016-09-03 09:44:00,0,84,241,478,697,1,1032,1173,1392,1,1,1,1478,1486,1488,1490,1,1719,1754,1756,1764,1777,1792,1,2363,2368
INC0004620,2016-10-03 10:17:00,1,2,257,571,697,1,953,1173,1394,1,1,1,1478,1486,1488,1490,1,1678,1754,1756,1764,1777,1781,1,2366,2368
INC0004621,2016-09-03 12:13:00,0,70,310,544,697,1,1000,1170,1392,1,1,1,1478,1486,1488,1490,1,1679,1754,1756,1764,1777,1784,1889,2363,2368
INC0004622,2016-10-03 14:21:00,1,142,257,571,697,1,966,1170,1393,1,1,1,1480,1486,1488,1490,1,1,1754,1756,1763,1777,1781,1,2365,2368
INC0004624,2016-10-03 16:11:00,1,34,257,583,697,1,991,1168,1394,1,1,1,1478,1486,1488,1490,1,1705,1754,1756,1764,1777,1791,1,2365,2368
INC0004626,2016-12-03 11:40:00,1,1,239,463,698,1,1017,1170,1394,1,1,1,1481,1486,1488,1490,1,1677,1754,1758,1764,1779,1802,1889,2367,2368
INC0004627,2016-09-03 08:54:00,0,1,244,463,697,1,1056,1196,1392,1,1,1,1478,1486,1488,1490,1,1,1754,1756,1764,1777,1802,1,2363,2368
INC0004628,2016-10-03 10:49:00,1,33,257,571,697,1,956,1170,1393,1,1,1,1480,1486,1488,1490,1,1680,1754,1756,1764,1777,1781,1,2365,2368
INC0004629,2016-09-03 10:16:00,0,3,310,462,697,1,961,1168,1392,1,1,1,1478,1486,1488,1490,1,1677,1754,1756,1764,1777,1793,1857,2363,2368
INC0004633,2016-10-03 14:15:00,1,1,238,463,697,1,998,1173,1393,1,1,1,1478,1486,1488,1490,1,1700,1754,1756,1764,1777,1802,1,2365,2368
INC0004636,2016-10-03 16:13:00,1,1,241,544,697,1,1026,1168,1394,1,1,1,1480,1486,1488,1490,1,1714,1754,1756,1764,1777,1794,1889,2365,2368
INC0004637,2016-10-03 12:07:00,0,1,257,503,697,1,998,1170,1392,1,1,1,1481,1486,1488,1490,1,1677,1754,1756,1764,1777,1799,1889,2365,2368
INC0004638,2016-11-03 15:46:00,1,1,238,485,697,1,983,1170,1393,1,1,1,1477,1486,1488,1490,1,1677,1754,1757,1763,1778,1787,1889,2367,2368
INC0004640,2016-11-03 15:49:00,1,64,257,571,697,1,1016,1168,1393,1,1,1,1481,1486,1488,1490,1,1689,1754,1756,1763,1777,1781,1,2365,2368
INC0004641,2016-10-03 15:07:00,1,120,310,491,697,1,1004,1170,1395,1,1,1,1478,1486,1488,1490,1,1709,1754,1756,1770,1777,1802,2091,2366,2368
INC0004643,2016-09-03 09:19:00,0,1,239,544,698,1,968,1180,1392,1,1,1,1478,1486,1488,1490,1,1677,1754,1758,1763,1779,1788,1889,2363,2368
INC0004644,2016-11-03 14:09:00,1,1,257,452,697,1,1000,1170,1393,1,1,1,1480,1486,1488,1490,1,1679,1754,1756,1764,1777,1783,1889,2364,2368
INC0004645,2016-11-03 16:27:00,1,9,257,571,697,1,960,1168,1393,1,1,1,1480,1486,1488,1490,1,1681,1754,1756,1762,1777,1781,1,2365,2368
INC0004647,2016-11-03 16:12:00,1,10,241,452,697,1,966,1170,1393,1,1,1,1478,1486,1488,1490,1,1,1754,1756,1763,1777,1783,1889,2367,2368
INC0004648,2016-09-05 15:07:00,1,34,257,571,697,1,991,1168,1394,1,1,1,1479,1487,1489,1490,1,1705,1754,1756,1760,1777,1781,1,2367,2368
INC0004650,2016-09-03 11:27:00,0,1,310,583,697,1,981,1170,1392,1,1,1,1477,1486,1488,1490,1,1679,1754,1756,1764,1777,1791,1889,2363,2368
INC0004651,2016-09-03 11:15:00,0,23,238,502,697,1,980,1173,1392,1440,1,1,1478,1486,1488,1490,1,1678,1754,1756,1764,1777,1784,1889,2365,2368
INC0004653,2016-09-03 23:16:00,1,1,257,571,697,1,973,1170,1393,1,1,1,1480,1486,1488,1490,1,1679,1754,1756,1764,1777,1781,1,2363,2368
INC0004654,2016-09-03 09:53:00,0,84,241,544,697,1,1032,1173,1392,1,1,1,1478,1486,1488,1490,1,1719,1754,1756,1764,1777,1792,1889,2363,2368
INC0004655,2016-09-03 09:31:00,0,1,239,544,698,1,968,1168,1392,1,1,1,1478,1486,1488,1490,1,1677,1754,1758,1763,1779,1788,1889,2363,2368
INC0004660,2016-09-03 09:31:00,0,120,319,463,697,1,1066,1170,1392,1,1,1,1480,1486,1488,1490,1,1709,1754,1756,1764,1777,1787,1,2363,2368
INC0004661,2016-09-03 13:16:00,1,30,257,571,697,1,989,1170,1393,1,1,1,1478,1486,1488,1490,1,1703,1754,1756,1764,1777,1781,1,2365,2368
INC0004663,2016-09-03 09:37:00,0,3,238,544,697,1,961,1170,1392,1,1,1,1477,1486,1488,1490,1,1679,1754,1757,1764,1778,1800,1889,2363,2368
INC0004665,2016-09-03 10:42:00,0,11,310,519,697,1,962,1173,1392,1,1,1,1478,1486,1488,1490,1,1678,1754,1756,1760,1777,1783,1909,2365,2368
INC0004666,2016-11-03 16:10:00,1,66,257,444,697,1,1002,1173,1398,1,1,1,1478,1486,1488,1490,1,1696,1754,1756,1769,1777,1781,1,2367,2368
INC0004667,2016-09-03 09:37:00,0,85,265,544,697,1,1033,1170,1392,1,1,1,1477,1486,1488,1490,1,1679,1754,1756,1764,1777,1801,1,2363,2368
INC0004669,2016-09-03 10:03:00,0,1,239,544,698,1,968,1173,1392,1,1,1,1478,1486,1488,1490,1,1677,1754,1758,1763,1779,1788,1889,2363,2368
INC0004670,2016-10-04 18:59:00,1,3,310,452,697,1,961,1179,1394,1,1,1,1479,1487,1489,1490,1,1687,1754,1756,1764,1777,1783,1863,2367,2368
INC0004671,2016-09-03 09:37:00,0,1,280,1,697,1,1092,1,1392,1,1,1,1477,1486,1488,1491,1,1,1754,1756,1773,1777,1818,1,2363,2368
INC0004673,2016-09-03 13:54:00,1,1,257,544,697,1,961,1238,1393,1,1,1,1480,1486,1488,1490,1,1687,1754,1756,1764,1777,1793,1889,2364,2368
INC0004674,2016-11-03 10:51:00,1,93,238,604,697,1,1040,1285,1393,1,1,1,1480,1486,1488,1490,1,1732,1754,1756,1764,1777,1802,1889,2367,2368
INC0004676,2016-09-03 10:13:00,0,142,257,571,697,1,961,1171,1392,1,1,1,1478,1486,1488,1490,1,1677,1754,1756,1764,1777,1781,1,2363,2368
INC0004679,2016-09-03 12:13:00,0,6,310,544,697,1,957,1168,1392,1,1,1,1480,1486,1488,1490,1,1681,1754,1756,1764,1777,1784,1889,2365,2368
INC0004686,2016-09-03 11:38:00,0,142,257,571,697,1,1,1171,1392,1,1,1,1478,1486,1488,1490,1,1677,1754,1756,1769,1777,1781,1,2364,2368
INC0004687,2016-09-03 10:07:00,0,102,244,605,697,1,1048,1172,1392,1,1,1,1477,1486,1488,1490,1,1699,1754,1756,1767,1777,1802,1889,2363,2368
INC0004688,2016-11-04 05:18:00,1,94,310,559,697,1,1041,1193,1396,1,1,1,1479,1487,1488,1490,1,1713,1754,1756,1763,1777,1802,1,2367,2368
INC0004689,2016-09-03 23:01:00,1,1,257,515,697,1,973,1170,1393,1,1,1,1480,1486,1488,1490,1,1679,1754,1756,1765,1777,1800,1889,2364,2368
INC0004690,2016-10-03 16:32:00,0,39,242,544,697,1,999,1185,1392,1,1,1,1478,1486,1488,1490,1,1696,1754,1756,1763,1777,1802,1,2364,2368
INC0004691,2016-09-03 10:55:00,0,18,310,542,697,1,972,1171,1392,1,1,1,1477,1486,1488,1490,1,1680,1754,1756,1764,1777,1784,1,2364,2368
INC0004692,2016-10-03 10:47:00,1,9,257,544,697,1,960,1168,1394,1,1,1,1478,1486,1488,1490,1,1681,1754,1756,1769,1777,1784,1,2365,2368
INC0004694,2016-11-03 12:54:00,1,33,1,544,697,1,956,1170,1394,1,1,1,1477,1486,1488,1490,1,1679,1754,1756,1764,1777,1800,1889,2365,2368
INC0004695,2016-10-03 14:22:00,1,10,241,544,697,1,966,1187,1393,1,1,1,1478,1486,1488,1490,1,1,1754,1756,1763,1777,1802,1889,2364,2368
INC0004696,2016-10-03 09:10:00,1,80,257,501,697,1,966,1168,1394,1,1,1,1481,1486,1488,1490,1,1702,1754,1756,1764,1777,1804,2086,2365,2368
INC0004697,2016-09-03 10:14:00,0,1,244,463,697,1,1056,1170,1392,1,1,1,1478,1486,1488,1490,1,1,1754,1756,1764,1777,1802,1,2363,2368
INC0004698,2016-10-03 08:45:00,0,64,310,443,697,1,1016,1170,1392,1,1,1,1478,1486,1488,1490,1,1689,1754,1756,1763,1777,1811,1,2365,2368
INC0004699,2016-12-03 11:21:00,0,142,257,571,697,1,1086,1173,1392,1,1,1,1481,1486,1488,1490,1,1677,1754,1756,1767,1777,1781,1,2366,2368
INC0004700,2016-10-03 09:01:00,1,142,257,571,697,1,966,1197,1393,1,1,1,1478,1486,1488,1490,1,1,1754,1756,1764,1777,1781,1,2365,2368
INC0004702,2016-09-03 10:52:00,0,64,265,443,697,1,1016,1171,1392,1,1,1,1480,1486,1488,1490,1,1689,1754,1756,1763,1777,1811,1,2364,2368
INC0004703,2016-10-03 13:25:00,0,2,239,510,698,1,953,1173,1392,1,1,1,1478,1486,1488,1490,1,1678,1754,1758,1764,1779,1800,1889,2365,2368
INC0004706,2016-09-03 12:21:00,0,83,265,592,697,1,1029,1170,1392,1,1,1,1481,1486,1488,1490,1,1689,1754,1756,1764,1777,1811,1889,2363,2368
INC0004707,2016-09-03 10:23:00,0,1,244,463,697,1,1056,1170,1392,1,1,1,1478,1486,1488,1490,1,1,1754,1756,1764,1777,1802,1,2363,2368
INC0004708,2016-10-03 13:48:00,1,10,241,463,697,1,966,1173,1393,1,1,1,1477,1486,1488,1490,1,1,1754,1756,1763,1777,1787,2032,2364,2368
INC0004709,2016-09-03 10:30:00,0,100,324,544,697,1,997,1173,1392,1,1,1,1478,1486,1488,1490,1,1707,1754,1756,1764,1777,1796,1,2364,2368
INC0004712,2016-10-03 14:31:00,1,10,310,463,697,1,966,1171,1394,1,1,1,1478,1486,1488,1490,1,1,1754,1756,1763,1777,1802,1889,2365,2368
INC0004714,2016-12-03 10:52:00,1,1,239,526,697,1,986,1180,1394,1,1,1,1481,1486,1488,1490,1,1,1754,1756,1765,1777,1793,1889,2366,2368
INC0004718,2016-10-03 10:23:00,1,1,257,544,697,1,986,1170,1393,1,1,1,1481,1486,1488,1490,1,1,1754,1756,1765,1777,1784,1,2365,2368
INC0004719,2016-11-03 11:09:00,1,106,244,484,697,1,1052,1250,1393,1,1,1,1477,1486,1488,1490,1,1708,1754,1756,1760,1777,1787,1889,2364,2368
INC0004720,2016-10-03 08:39:00,1,142,257,571,697,1,966,1172,1393,1,1,1,1478,1486,1488,1490,1,1,1754,1756,1764,1777,1781,1,2365,2368
INC0004721,2016-10-03 16:59:00,0,10,310,462,697,1,1008,1171,1392,1,1,1,1481,1486,1488,1490,1,1,1754,1756,1764,1777,1793,1889,2365,2369
INC0004722,2016-10-03 10:44:00,1,124,239,470,697,1,1070,1180,1394,1,1,1,1478,1486,1488,1490,1,1686,1754,1756,1764,1777,1794,1889,2367,2368
INC0004723,2016-10-03 09:21:00,1,10,241,463,697,1,966,1173,1393,1,1,1,1481,1486,1488,1490,1,1,1754,1756,1764,1777,1787,2032,2365,2368
INC0004724,2016-09-03 12:21:00,0,83,265,474,697,1,1029,1170,1392,1,1,1,1481,1486,1488,1490,1,1689,1754,1756,1764,1777,1811,1,2363,2368
INC0004725,2016-10-03 11:20:00,1,97,257,571,697,1,1044,1170,1393,1,1,1,1478,1486,1488,1490,1,1715,1754,1756,1764,1777,1781,2021,2365,2368
INC0004726,2016-09-03 15:34:00,1,1,238,479,697,1,1042,1172,1393,1,1,1,1477,1486,1488,1490,1,1729,1754,1756,1763,1777,1791,1896,2363,2368
INC0004728,2016-09-03 15:04:00,1,1,241,544,697,1,1032,1184,1394,1,1,1,1480,1486,1488,1490,1,1719,1754,1756,1764,1777,1792,1889,2366,2368
INC0004729,2016-09-03 23:12:00,1,1,257,607,697,1,966,1170,1393,1,1,1,1480,1486,1488,1490,1,1679,1754,1756,1763,1777,1800,2021,2363,2368
INC0004733,2016-09-03 13:21:00,0,48,310,455,697,1,961,1180,1392,1,1,1,1481,1486,1488,1490,1,1694,1754,1756,1764,1777,1787,1865,2364,2368
INC0004735,2016-11-03 12:11:00,1,42,257,571,697,1,1000,1170,1394,1,1,1,1478,1486,1488,1490,1,1679,1754,1756,1764,1777,1781,1,2366,2368
INC0004736,2016-11-04 13:59:00,1,3,310,567,697,1,961,1243,1396,1,1,1,1479,1487,1489,1490,1,1687,1754,1756,1764,1777,1783,1889,2367,2368
INC0004737,2016-12-03 08:51:00,1,125,241,463,697,1,1071,1194,1394,1,1,1,1480,1486,1488,1490,1,1677,1754,1756,1764,1777,1787,2053,2365,2368
INC0004738,2016-11-03 12:06:00,1,53,265,474,697,1,1055,1172,1393,1,1,1,1478,1486,1488,1490,1,1711,1754,1756,1764,1777,1811,1,2367,2368
INC0004739,2016-11-03 13:33:00,1,1,257,504,697,1,986,1187,1395,1,1,1,1480,1486,1488,1490,1,1,1754,1756,1765,1777,1805,2008,2365,2368
INC0004741,2016-09-03 12:24:00,1,1,239,514,697,1,998,1187,1393,1,1,1,1478,1486,1488,1490,1,1700,1754,1756,1764,1777,1802,1845,2365,2368
INC0004742,2016-09-03 10:34:00,0,1,310,462,697,1,1030,1172,1392,1,1,1,1478,1486,1488,1490,1,1677,1754,1756,1769,1777,1793,1889,2363,2368
INC0004744,2016-10-03 16:32:00,1,79,257,444,697,1,1027,1172,1394,1,1,1,1478,1486,1488,1490,1,1692,1754,1756,1764,1777,1781,1,2366,2368
INC0004746,2016-09-03 16:54:00,1,20,238,544,697,1,977,1171,1393,1,1,1,1478,1486,1488,1490,1,1685,1754,1756,1763,1777,1788,1889,2365,2368
INC0004748,2016-11-03 10:36:00,1,1,257,571,697,1,1000,1170,1393,1,1,1,1480,1486,1488,1490,1,1679,1754,1756,1766,1777,1781,1,2365,2368
INC0004750,2016-09-03 11:17:00,1,156,310,483,697,1,995,1170,1394,1,1,1,1478,1486,1488,1490,1,1707,1754,1756,1764,1777,1796,1889,2365,2368
INC0004751,2016-09-03 16:46:00,1,11,257,544,697,1,962,1173,1393,1,1,1,1478,1486,1488,1490,1,1678,1754,1756,1760,1777,1783,1,2366,2368
INC0004752,2016-09-03 10:56:00,0,64,265,608,697,1,1016,1172,1392,1,1,1,1478,1486,1488,1490,1,1689,1754,1756,1763,1777,1811,1,2364,2368
INC0004755,2016-09-03 10:51:00,0,1,310,544,697,1,1030,1173,1392,1,1,1,1478,1486,1488,1490,1,1678,1754,1756,1764,1777,1788,1889,2363,2368
INC0004756,2016-09-03 11:35:00,0,37,241,526,697,1,994,1172,1392,1,1,1,1480,1486,1488,1490,1,1692,1754,1756,1764,1777,1793,1889,2364,2368
INC0004759,2016-10-03 08:04:00,1,1,257,571,697,1,1030,1170,1393,1,1,1,1480,1486,1488,1490,1,1691,1754,1756,1764,1777,1781,2093,2364,2368
INC0004760,2016-09-03 10:47:00,0,133,265,609,697,1,1080,1170,1392,1,1,1,1480,1486,1488,1490,1,1689,1754,1756,1763,1777,1811,1,2363,2368
INC0004761,2016-09-03 10:48:00,0,1,244,544,697,1,1042,1170,1392,1,1,1,1477,1486,1488,1490,1,1729,1754,1756,1763,1777,1797,1889,2363,2368
INC0004764,2016-11-03 11:31:00,1,18,1,452,697,1,982,1171,1394,1,1,1,1480,1486,1488,1490,1,1680,1754,1756,1764,1777,1783,2071,2365,2368
INC0004765,2016-10-03 16:27:00,1,1,257,484,697,1,966,1171,1395,1,1,1,1480,1486,1488,1490,1,1708,1754,1756,1764,1777,1787,1,2365,2368
INC0004767,2016-11-03 11:11:00,0,48,310,519,697,1,1006,1171,1392,1,1,1,1478,1486,1489,1490,1,1694,1754,1756,1764,1777,1783,1909,2365,2368
INC0004768,2016-10-03 14:05:00,0,1,241,544,697,1,986,1168,1392,1,1,1,1481,1486,1488,1490,1,1,1754,1756,1765,1777,1802,1,2364,2368
INC0004774,2016-09-03 12:20:00,0,83,265,608,697,1,1029,1170,1392,1,1,1,1481,1486,1488,1490,1,1689,1754,1756,1773,1777,1811,1889,2363,2368
INC0004776,2016-10-03 09:04:00,0,6,310,544,697,1,957,1168,1392,1,1,1,1480,1486,1488,1490,1,1681,1754,1756,1764,1777,1793,1,2365,2368
INC0004779,2016-10-03 14:28:00,0,1,310,463,697,1,998,1173,1392,1,1,1,1478,1486,1488,1490,1,1700,1754,1756,1764,1777,1787,2053,2363,2368
INC0004780,2016-09-03 10:58:00,0,1,239,463,698,1,968,1180,1392,1,1,1,1478,1486,1488,1490,1,1677,1754,1758,1763,1779,1787,2032,2363,2368
INC0004782,2016-10-03 11:06:00,1,33,238,526,697,1,956,1170,1394,1,1,1,1480,1486,1488,1490,1,1680,1754,1756,1764,1777,1793,1857,2365,2368
INC0004784,2016-09-03 11:01:00,0,1,239,463,698,1,968,1173,1392,1,1,1,1478,1486,1488,1490,1,1677,1754,1758,1763,1779,1787,2032,2363,2368
INC0004785,2016-09-03 13:05:00,0,57,264,477,697,1,959,1173,1392,1,1,1,1481,1486,1488,1490,1,1686,1754,1756,1764,1777,1794,2094,2365,2368
INC0004786,2016-09-03 11:20:00,0,31,243,544,697,1,983,1168,1392,1,1,1,1480,1486,1488,1490,1,1677,1754,1756,1763,1777,1802,1,2363,2368
INC0004787,2016-10-03 15:25:00,1,10,1,544,697,1,966,1243,1393,1,1,1,1481,1486,1488,1490,1,1,1754,1756,1764,1777,1788,1889,2365,2368
INC0004789,2016-09-03 11:03:00,0,133,265,443,697,1,1080,1170,1392,1,1,1,1480,1486,1488,1490,1,1689,1754,1756,1764,1777,1811,1,2363,2368
INC0004791,2016-11-03 08:58:00,0,23,239,544,698,1,980,1173,1392,1,1,1,1478,1486,1488,1490,1,1678,1754,1758,1764,1779,1783,1889,2366,2368
INC0004792,2016-09-03 11:24:00,0,3,257,571,697,1,961,1171,1392,1,1,1,1478,1486,1488,1490,1,1677,1754,1756,1764,1777,1781,1,2363,2368
INC0004794,2016-09-03 11:27:00,0,1,239,463,698,1,968,1168,1392,1,1,1,1477,1486,1488,1490,1,1677,1754,1758,1763,1779,1787,2032,2363,2368
INC0004796,2016-10-03 10:11:00,1,11,257,571,697,1,962,1173,1393,1,1,1,1478,1486,1488,1490,1,1678,1754,1756,1760,1777,1781,1,2365,2368
INC0004801,2016-10-03 10:43:00,1,17,257,571,697,1,970,1180,1394,1,1,1,1478,1486,1489,1490,1,1694,1754,1756,1764,1777,1781,1,2366,2368
INC0004802,2016-10-03 10:51:00,1,1,257,462,697,1,966,1208,1393,1,1,1,1478,1486,1488,1490,1,1,1754,1756,1764,1777,1793,1889,2366,2368
INC0004803,2016-11-04 14:55:00,0,29,265,544,697,1,988,1170,1392,1,1,1,1479,1487,1489,1490,1,1689,1754,1756,1765,1777,1811,1,2367,2368
INC0004808,2016-10-03 09:24:00,1,10,310,464,697,1,966,1171,1393,1,1,1,1477,1486,1488,1490,1,1,1754,1756,1764,1777,1784,1889,2366,2368
INC0004813,2016-09-03 12:28:00,1,1,310,463,697,1,998,1180,1393,1,1,1,1478,1486,1488,1490,1,1700,1754,1756,1764,1777,1787,2053,2365,2368
INC0004814,2016-11-03 11:30:00,1,83,265,443,697,1,1033,1170,1393,1,1,1,1480,1486,1488,1490,1,1728,1754,1756,1764,1777,1811,2095,2363,2368
INC0004816,2016-11-03 15:00:00,0,104,245,530,699,727,1051,1181,1392,1,1,1,1478,1486,1489,1490,1,1699,1754,1759,1763,1778,1802,1880,2366,2368
INC0004817,2016-11-03 11:21:00,1,22,1,463,697,1,979,1173,1395,1,1,1,1478,1486,1488,1490,1,1700,1754,1756,1764,1777,1787,1889,2366,2368
INC0004818,2016-09-03 11:39:00,0,19,241,544,697,1,973,1170,1392,1,1,1,1477,1486,1488,1490,1,1679,1754,1756,1764,1777,1784,1889,2363,2368
INC0004820,2016-11-03 17:07:00,1,10,241,610,697,1,966,1175,1393,1,1,1,1478,1486,1488,1490,1,1,1754,1756,1763,1777,1785,1,2366,2368
INC0004821,2016-09-03 13:16:00,0,70,245,544,697,1,1000,1190,1392,1,1,1,1478,1486,1488,1490,1,1679,1754,1756,1764,1777,1794,1889,2363,2368
INC0004822,2016-09-03 12:20:00,0,83,265,443,697,1,1029,1170,1392,1,1,1,1481,1486,1488,1490,1,1689,1754,1756,1767,1777,1811,1,2363,2368
INC0004824,2016-10-03 10:28:00,1,1,257,571,697,1,966,1180,1393,1,1,1,1480,1486,1488,1490,1,1,1754,1756,1763,1777,1781,1,2365,2368
INC0004825,2016-09-03 15:37:00,0,1,310,544,697,1,955,1170,1392,1,1,1,1478,1486,1488,1490,1,1679,1754,1756,1760,1777,1783,1889,2363,2368
INC0004828,2016-11-03 15:02:00,0,3,238,567,697,1,961,1238,1392,1,1,1,1477,1486,1488,1490,1,1687,1754,1756,1764,1777,1783,1889,2363,2368
INC0004829,2016-10-03 17:23:00,1,53,265,443,697,1,1055,1168,1393,1,1,1,1478,1486,1488,1490,1,1711,1754,1756,1764,1777,1811,1,2365,2368
INC0004831,2016-09-03 13:16:00,1,84,257,571,697,1,1032,1184,1394,1,1,1,1478,1486,1488,1490,1,1719,1754,1756,1764,1777,1781,1,2365,2368
INC0004834,2016-09-03 16:18:00,1,1,257,571,697,1,989,1170,1394,1,1,1,1480,1486,1488,1490,1,1679,1754,1756,1764,1777,1781,2073,2366,2368
INC0004835,2016-09-03 23:23:00,1,1,257,470,697,1,1008,1171,1393,1,1,1,1480,1486,1488,1490,1,1702,1754,1756,1769,1777,1794,1,2363,2368
INC0004838,2016-09-03 15:06:00,0,72,310,544,697,1,1023,1173,1392,1,1,1,1478,1486,1488,1490,1,1678,1754,1756,1764,1777,1794,1889,2365,2368
INC0004839,2016-09-03 12:18:00,0,83,265,443,697,1,1029,1170,1392,1,1,1,1481,1486,1488,1490,1,1689,1754,1756,1764,1777,1811,1,2363,2368
INC0004840,2016-11-03 09:47:00,0,25,310,544,697,1,982,1171,1392,1,1,1,1478,1486,1488,1490,1,1680,1754,1756,1764,1777,1792,1,2364,2368
INC0004841,2016-09-03 11:45:00,0,1,239,463,698,1,968,1168,1392,1,1,1,1478,1486,1488,1490,1,1677,1754,1758,1763,1779,1787,2032,2363,2368
INC0004842,2016-09-03 12:53:00,1,134,310,544,697,1,1081,1173,1393,1,1,1,1478,1486,1488,1490,1,1697,1754,1756,1764,1777,1794,1889,2365,2368
INC0004843,2016-09-03 11:46:00,0,1,310,583,697,1,1020,1219,1392,1,1,1,1477,1486,1488,1490,1,1693,1754,1756,1769,1777,1791,1,2363,2368
INC0004844,2016-12-04 10:39:00,0,93,285,463,697,1,1040,1286,1392,1,1,1,1478,1486,1489,1490,1,1732,1754,1756,1764,1777,1802,1889,2367,2368
INC0004845,2016-10-03 21:05:00,1,1,238,467,697,1,986,1173,1395,1,1,1,1481,1486,1488,1490,1,1,1754,1756,1765,1777,1799,1889,2366,2368
INC0004846,2016-09-03 18:36:00,1,102,241,602,697,1,1048,1193,1395,1,1,1,1477,1486,1488,1490,1,1715,1754,1756,1767,1777,1802,1982,2365,2368
INC0004851,2016-09-03 11:55:00,0,1,325,1,697,1,1092,1,1392,1,1,1,1477,1486,1488,1491,1,1,1754,1756,1773,1777,1818,1,2363,2368
INC0004855,2016-11-03 20:07:00,1,40,244,484,697,1,998,1250,1395,1,1,1,1480,1486,1488,1490,1,1700,1754,1756,1764,1777,1787,1847,2366,2368
INC0004856,2016-12-03 15:22:00,0,1,257,444,697,1,1077,1180,1392,1,1,1,1481,1486,1488,1490,1,1677,1754,1756,1764,1777,1781,1,2366,2368
